company_name,BcorporationScore,Climate,FairLabour,FairTrade,Leather_working,bluesign,ScienceBased,FTI,fashionPact,DottyRank
fgv-holdings,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
figs,116.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
fila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0
finisterre,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
fjällräven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2
flavia aranha comércio e confecção eireli - me,95.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
florsheim shoes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
follett-higher-education-group,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
fond of gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
foot locker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0
forever 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
forty-seven-brand,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
forum fairer handel e.v.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
foschini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0
fossil,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0
frank & eileen,179.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
freddie's flowers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
free people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
"fruit of the loom, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
fruit-loom,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
fundacion adsis – equim,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
fundación copade españa,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10
fung group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
furla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0
fédération artisans du monde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
g-star raw,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2
gabriela hearst,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
gallant international inc.,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ganni,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gant,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
gap,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,3
gazelle sports,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
gcl gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
gebana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
gebra nonfood handels gmbh & co kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
genestyle ltd,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
georg a. steinmann gmbh & co. kg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
geox,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
gepa fair trade company,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
gerry weber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0
gildan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2
gildan-activewear-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
globo fair trade partner gmbh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
golite - original,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"good cloth, llc",274.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
gore-wear,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
greater goods limited,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
grey rock clothing co.,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
greylab footwear bv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
groupe beaumanoir,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1
grupo malwee,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
gruppo armani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
gucci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2
guess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0
guess?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"guess?, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
gymshark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
h&m,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,4
haba sales gmbh & co. kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
haglofs scandinavia ab,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
haglöfs ab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
hakro gmbh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
halti oy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
hamilton perkins collection,118.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hanbo enterprises ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
handknits pty ltd,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2
hanesbrands,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
hans boodt mannequins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
hansoll textile ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hayleys fabric plc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
heidelberger partnerschaftskaffee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
heidi.com,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
heilan home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
helly hansen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,3
helpsy,85.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2
hermes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
hermès,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,2
herno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
hestra,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
hirsch armbã¤nder gmbh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
hl display ab,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"hoff brand, s.l",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
hollister co.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0
"holt, renfrew & co., limited",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
hong kong non-woven fabric ind. co. ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hop lun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hotter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
houdini sportswear ab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
house of baukjen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
howbottle,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hudson's bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0
hugo boss,0.0,1.0,0.0,0.0,1.0,0.0,1.0,41.0,0.0,2
hugo-boss,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hultafors group ab,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
hush homewear ltd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
hybrid-apparel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hösėg,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
i.c.d.a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ic group a/s,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"icebox knitting, llc",92.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ikea,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
ikks group sas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
impi sandals,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
inc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
inc.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
indigenous impact fashion,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
inditex,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
ingka group,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
initiativas de economia alternativa y solidaria (ideas),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
insecta shoes,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
interloop limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
international federation of organic agriculture movements (ifoam),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
intimissimi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0
isbjörn of sweden,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
island spirit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
itl intelligent textile logistics gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
ito-yokado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
izzy,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
j barbour and sons ltd,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
j-america-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"j. front retailing co., ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
j.crew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0
jack & jones,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,1
jacobson group,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
james & co (australia) pvt ltd,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
james&co (australia) pty ltd,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
jcpenney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0
jd sports,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0
jelt,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
jessica simpson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jetty,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
jil sander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
jockey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0
joe fresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0
john lewis,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0
jojo maman bebe,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2
joules ltd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
just trading scotland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
justfab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0
k-boxing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
k-way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
kamik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
kanika,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
karen kane,85.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
karethic(terrethic),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
karl lagerfeld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
karün,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
kate spade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0
kathmandu,82.2,0.0,1.0,0.0,1.0,1.0,0.0,30.0,0.0,10
kaufland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0
"kawada feather co.,ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"keen, inc.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
kering,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
kiabi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
kik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0
kingfisher,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
kitts,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
klättermusen ab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
kmart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2
known supply,86.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
kohl's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0
koovs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
kotn,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
kozm inc.,89.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
kusaga athletic,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
kwun kee leather watch straps mfy. ltd.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"l. l. bean, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
l2-brands,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
la redoute,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,1
lacoste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1
lakeshirts-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
lands' end,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1
lantinga vita inc.,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
lapelle srl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
lars partners,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
las polleras de agus,87.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
last studio,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"lateral line, inc.",85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ledaveed,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
lenzing ag,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
leonhard heyden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
les deux aps,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10
lever style inc.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
levi strauss & co,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,2
li-ning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0
lidl,0.0,0.0,0.0,0.0,1.0,0.0,2.0,26.0,0.0,0
limy inc dba reformation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lindex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2
little bean sprout,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
ll bean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
loft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0
lojas renner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
longchamp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0
loomstate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
looptworks,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
louis vuitton,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0
lt.bo srl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lulea mindful athletes s.a.,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
lululemon,0.0,1.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,4
luxtra,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
lvmh,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
"lymi, inc. dba reformation",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
macy's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0
magazine de bijenkorf b.v.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
maisons du monde,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
majuco gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
maloja clothing gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
malone souliers (world wide shoes llp),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
malongo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
mammut,0.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0,0.0,3
mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1
mantis world,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
maono,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
maple company limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
marc jacobs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0
marine leather (margu s.r.l),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
markberg aps,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
marks & spencer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,0.0,2
marni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0
"marui group co.,ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
mas holdings (pvt) ltd.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
massimo dutti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2
matalan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0
matchesfashion.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
max mara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mayamiko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
mec mountain equipment company ltd.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
mekhada,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
"merge4 mfg, inc",98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
merrell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0
metersbonwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mey gmbh & co.kg und mey herrenwäsche gmbh & co.kg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
michael kors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0
micro verkoop b.v (micro fashion),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
mifuko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
migros group,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"migros-genossenschafts-bund, abt. sportxx",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
minelli,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
minka,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
mitka,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
miu miu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0
mizuno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0
moncler,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,1
monoprix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1
monsoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2
moonbird designs pty ltd,87.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
morrisons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2
"mountain hardwear, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
mountain-equipment-co-op,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
movin,143.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
mrp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0
mud jeans international,124.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
muji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0
mulberry,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
musuchouse,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
mv-sport-game-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
n'go shoes,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
nahar industrial enterprises limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
neiman marcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
"nemo equipment, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
nepalaya,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
nestle,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
new balance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,97.0,0.0,0
new-balance-athletics-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
new-era-cap-co-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
next,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,2
nike,0.0,1.0,0.0,0.0,1.0,0.0,0.0,55.0,1.0,3
"nike, inc.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
nike-inc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
nine west,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
nisolo,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
no one without,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
noabrands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
non-stop dogwear as / non-stop polar as,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
nordstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1
"nordstrom, inc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
norrøna sports as,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
nunn bush,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
nyuzi blackwhite,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
oaklandish,83.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
oberalp-salewa group,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
oishi-m,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
