company_name,BcorporationScore,Climate,FairLabour,FairTrade,Leather_working,bluesign,ScienceBased,FTI,fashionPact,DottyRank
ojoba collective,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
olam,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
old navy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2
oliberte limited,80.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"olive apparel (cambodia) co., ltd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
olukai,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
on running,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
onda organica,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
oorr,125.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
organic basics,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
orjin deri konfeksiyon san ve tic a.s,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"osprey packs, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
otto,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0
"outdoor research, llc",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
outerknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"outerknown, llc",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
outerstuff-ltd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
outland denim,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ovs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2
oxfam wereldwinkels,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
oxfam-magasins du monde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
oxfamintermón,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
pact apparel,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
paigh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
paka,124.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pala eyewear,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
panama jack slu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
pandora a/s,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
papa,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
parafina co.,85.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
parker clay,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
patagonia,151.4,0.0,1.0,0.0,0.0,1.0,0.0,60.0,0.0,10
pattern s.p.a.,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
paul & joe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
peak design,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1
pela,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
pellami due c spa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
pentland brands plc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
people tree,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
pepe jeans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peruvian imports,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
pidigi s.p.a.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pieles quintana s.a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"pikolinos intercontinental, s.a",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
pimalpaka sac,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
pimkie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0
pine tree company for textile manufacturing psc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
pinneco research ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
poppy barley,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
popsockets,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
prada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1
prana,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
prettylittlething,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0
primark,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,2
prisma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0
project repat,125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
promod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
pukka herbs,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
pull&bear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2
puma,0.0,1.0,0.0,0.0,1.0,1.0,1.0,56.0,1.0,4
puma-se,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pvh corp,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
quicksilver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
quimser sa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
r-collective,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
r.e.i. recreational equipment inc.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
ralph lauren,0.0,1.0,0.0,0.0,1.0,0.0,1.0,27.0,1.0,1
ramatex,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
raven + lily,104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
re-wrap association,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
re. pi. co s.p.a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
re:newcell ab,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reebok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,3
reflect studio,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
reformation,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
regatta group,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0
reima oy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
reitan convenience sweden ab,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
reliance trends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0
reserva,80.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
reserved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0
revolve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
rhone,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
rhyme&reason clothing,81.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
richemont international sa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
ricosta schuhfabriken gmbh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
rifo s.r.l.,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
river island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0
riz boardshorts ltd,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
rose buddha,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ross dress for less,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0
rowlinson knitwear limited,107.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
roxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
royal republiq- republiq aps,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
rt knits ltd,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"ruffwear, inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
russell athletic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2
ruyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
s.a.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
s.c networks trading srl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
s.oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0
sa.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sackeusab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
sainsbury's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2
saint laurent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,2
saitex international,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
saks fifth avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0
salomon,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
salvatore ferragamo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,1
samsãe samsãe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
sandro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0
sanmar-corporation,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
sapphire textile mills limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
sarana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
sateri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
save the duck s.p.a.,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
schoeller texti ag,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"schwarz gruppe (kaufland stiftung, lidl stiftung, prezero stiftung, schwarz produktion)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
schöffel sportbekleidung gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
scm garments pvt limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
scottish fair trade forum,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10
seams to fit,91.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
seasalt limited,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
secret pillow project ltd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
see me,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
seepje,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
selfridges group,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
sezane,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
shared earth,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10
shg schuster handelsgesellschaft mbh & co kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
shokay,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simbólica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
simon li furniture,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
sitka-group,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
siyabonga,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
sjaal met verhaal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
skechers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0
skfk-skunkfunk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
skogstad sport as,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
skunkfunk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
sln tekstil ve moda san. tic. a.ş,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
slowcolor,128.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
smaak retail bv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
sok corporation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
solidar’monde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
soliver-group,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
solmate socks,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
someone somewhere,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
speedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2
sports direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
sss silva santos & silva lda,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
stacy adams shoe company,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
star-tags textilimport- und merchandising gmbh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
stay true clothing,117.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
stella mccartney,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
step by step,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
steve madden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0
stradivarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2
successori reda spa,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
sudara inc.,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
sued mod dericilik san. ve tic. ltd. sti.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
sunrise group,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
superdry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
sword & plough,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
sympatex technologies gmbh,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
syn allois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
synergy clothing inc,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
syngenta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
szczypta świata,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
tahoua import,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
tai wah garment industry sdn. bhd.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
taiga apparel (pvt.) limited,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
takko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0
tal apparel ltd.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tampereen kehitysmaakauppa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
tapestry,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
target,0.0,2.0,0.0,0.0,1.0,0.0,1.0,69.0,0.0,3
tatico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
tchibo,0.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2
ted baker,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0,0
tediber,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
temple flower,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
tendam,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
tentree international,124.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tesco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2
textielwerkplaats sari v.o.f.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
textil del valle,84.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
textiles y confecciones eco sustentables spa,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
teysha social enterprises,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
tezenis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0
the big blue bike,557.0,3.0,0.0,5.0,3.0,2.0,4.0,101.0,0.0,10
therafit shoe,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
therethere,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
thread harvest,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
threads 4 thought,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
thule group,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
tiger of sweden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
timberland,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,2
tintex textiles,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
tj maxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0
tod's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
tokmanni oy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
tom ford,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0
tommy bahama,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,0.0,3
toms,96.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8
toms-shoes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
top-world-llc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
topia handels,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
topman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2
topshop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2
topvalu collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0
toral,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
tory burch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0
totebag srl,82.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
tous & tous complements slu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
traidcraft exchange,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10
tribe alive,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
triumph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0
tropic knits ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tropical mountains,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
truworths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0
"ts designs, inc.",80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
tuckerman & co.,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
twine fair trade company,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
u-landsforeningen svalerne,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
ugg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0
unbelts,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
under armour,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,0.0,0
under-armour,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
uniqlo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2
united arrows,80.1,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,11
urban outfitters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
urbane & gallant,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
vagabond shoemakers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
valentino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0
van heusen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2
vanessa montoro,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
vanhulley,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
vans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,2
vaude sport,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
vbl innovations pvt. limited,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
vedante corp,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
veja,84.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8
vero moda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0
veronika maine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
versace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
very,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0
vf corporation,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
victoria's secret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0
vivida lifestyle ltd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
vivobarefoot,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
vizyon leatherwear,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
volcom-llc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
voz diseño y exportaciones spa,82.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
vpl,103.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
vsp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
wallaroo hat company,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
walmart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0
we europe bv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
we-ar,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
weltladen-dachverband e.v.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
weltpartner eg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
white house,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
whl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
williams-sonoma inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
wilson sporting goods co.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
wittner,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
wolford ag,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
wolverine world wide inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
woolworths,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0
workout empire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
worn again,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
wortmann schuh-holding kg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
wrangler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,2
xinca,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
yellow108,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
ykk corporation,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
youngor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
zalando,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,0.0,2
zara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2
zeeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0
zephyr-graf-x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
zimba arts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
zotter schokoladen manufaktur,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
én gry & sif,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
öko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
